4296231920,9971,1,2
4296231970,21627,1,7
4296232020,33553,1,13
4296232070,45478,1,19
4296232120,52928,1,20
4296232170,52928,1,20
4296232220,52928,1,20
4296232270,52928,1,20
4296232320,52928,1,20
4296232370,52928,1,20
4296232420,52928,1,20
4296232470,52928,1,20
4296232520,52928,1,20
4296232570,52928,1,20
4296232620,52928,1,20
4296232670,52928,1,20
4296232720,52928,1,20
4296232770,52928,1,20
4296232820,52928,1,20
4296232870,52928,1,20
4296232920,52928,1,20
4296232970,54059,1,21
4296233020,61809,1,23
4296233070,61809,1,23
4296233120,66492,1,25
4296233170,78462,1,30
4296233220,89975,1,38
4296233270,89975,1,38
4296233320,89975,1,38
4296233370,89975,1,38
4296233420,89975,1,38
4296233470,89975,1,38
4296233520,89975,1,38
4296233570,89975,1,38
4296233620,89975,1,38
4296233670,89975,1,38
4296233720,89975,1,38
4296233770,89975,1,38
4296233820,89975,1,38
4296233870,89975,1,38
4296233923,89975,1,38
4296233973,89975,1,38
4296234023,94947,1,42
4296234073,98217,1,44
4296234123,98217,1,44
4296234173,98217,1,44
4296234223,99619,1,45
4296234273,111862,1,52
4296234323,117462,1,59
4296234373,117462,1,59
4296234423,117462,1,59
4296234473,117462,1,59
4296234523,117462,1,59
4296234573,117462,1,59
4296234623,117462,1,59
4296234673,117462,1,59
4296234723,117462,1,59
4296234773,117462,1,59
4296234823,117462,1,59
4296234873,117462,1,59
4296234923,117462,1,59
4296234973,117462,1,59
4296235023,117462,1,59
4296235073,125120,1,62
4296235123,125120,1,62
4296235173,125120,1,62
4296235223,125120,1,62
4296235273,125120,1,62
4296235323,131388,1,67
4296235373,138345,1,75
4296235423,138345,1,75
4296235473,138345,1,75
4296235523,138345,1,75
4296235573,138345,1,75
4296235623,138345,1,75
4296235673,138345,1,75
4296235723,138345,1,75
4296235773,138345,1,75
4296235823,138345,1,75
4296235873,138345,1,75
4296235923,138345,1,75
4296235973,138345,1,75
4296236023,138345,1,75
4296236073,139789,1,76
4296236123,145503,1,76
4296236173,145503,1,76
4296236223,145503,1,76
4296236273,145503,1,76
4296236323,145503,1,76
4296236373,150425,1,80
4296236423,154641,1,86
4296236473,154641,1,86
4296236523,154641,1,86
4296236573,154641,1,86
4296236623,154641,1,86
4296236673,154641,1,86
4296236723,154641,1,86
4296236773,154641,1,86
4296236823,154641,1,86
4296236873,154641,1,86
4296236923,154641,1,86
4296236973,154641,1,86
4296237023,154641,1,86
4296237073,154641,1,86
4296237123,159023,1,88
4296237173,161159,3,89
4296237223,161159,3,89
4296237273,161159,3,89
4296237323,161159,3,89
4296237373,161159,3,89
4296237425,162941,3,91
4296237475,164098,3,93
4296237525,166083,4,94
4296237576,167281,7,94
4296237626,167281,7,94
4296237676,167281,7,94
4296237726,167281,7,94
4296237776,167281,7,94
4296237826,167281,7,94
4296237876,167281,7,94
4296237926,167281,7,94
4296237976,167281,7,94
4296238026,167281,7,94
4296238076,167281,7,94
4296238126,167281,7,94
4296238176,167391,11,94
4296238226,169129,46,97
4296238276,170773,72,100
4296238326,171642,90,100
4296238376,171987,95,100
4296238426,172484,102,100
4296238476,173318,122,100
4296238526,173401,123,100
4296238576,173591,128,100
4296238626,174765,165,101
4296238676,175657,188,103
4296238726,177230,214,110
4296238776,177321,214,110
4296238826,177348,215,110
4296238876,177348,215,110
4296238926,177348,215,110
4296238976,177814,229,112
4296239026,177814,229,112
4296239076,177814,229,112
4296239126,177814,229,112
4296239176,177814,229,112
4296239226,177814,229,112
4296239276,177814,229,112
4296239326,177814,229,112
4296239376,177814,229,112
4296239426,177814,229,112
4296239476,177814,229,112
4296239526,178470,253,113
4296239576,179962,299,113
4296239626,181268,339,113
4296239676,181908,364,114
4296239726,183112,410,114
4296239776,183148,410,114
4296239826,183532,428,114
4296239876,183532,428,114
4296239926,183532,428,114
4296239976,183534,428,114
4296240026,183695,465,114
4296240076,183981,518,114
4296240126,184105,543,114
4296240176,184299,601,114
4296240226,184624,652,116
4296240276,184984,704,116
4296240326,185480,756,116
4296240376,185874,809,117
4296240426,185874,809,117
4296240476,186087,844,117
4296240526,186437,901,118
4296240576,186579,921,118
4296240626,187009,980,122
4296240676,187050,987,122
4296240726,187050,987,122
4296240776,187050,987,122
4296240826,187181,994,122
4296240876,187526,1042,123
4296240926,187898,1085,123
4296240976,188222,1126,123
4296241026,188756,1175,123
4296241076,189095,1214,123
4296241158,189095,1214,123
4296241208,189378,1246,123
4296241258,189811,1299,124
4296241308,189911,1317,124
4296241358,190512,1365,126
4296241408,191083,1417,126
4296241458,191090,1418,126
4296241508,191644,1458,126
4296241576,191999,1492,127
4296241626,192225,1504,127
4296241676,192346,1553,127
4296241730,192589,1590,127
4296241780,192589,1590,127
4296241830,192603,1607,127
4296241880,192677,1658,129
4296241930,192738,1711,129
4296241980,192755,1715,129
4296242030,192838,1768,131
4296242096,192856,1775,131
4296242147,192863,1776,131
4296242197,192873,1784,131
4296242247,192930,1830,133
4296242297,192992,1877,133
4296242347,193031,1897,133
4296242397,193031,1897,133
4296242447,193099,1941,133
4296242497,193152,1962,133
4296242547,193214,1990,133
4296242597,193263,2019,133
4296242647,193357,2065,134
4296242697,193426,2098,134
4296242747,193494,2126,134
4296242797,193528,2144,134
4296242847,193632,2198,135
4296242898,193713,2210,135
4296242948,193829,2237,135
4296242998,193890,2258,135
4296243048,194139,2296,135
4296243098,194221,2308,135
4296243150,194221,2308,135
4296243200,194669,2348,137
4296243250,194827,2357,137
4296243300,194876,2361,137
4296243350,195023,2377,137
4296243400,195317,2403,137
4296243457,195317,2403,137
